2022-06-15 13:42:13.260 [35690] LOG_ALARM -----------------  log4z thread started!   ---------------------------- log4z.cpp:1923
2022-06-15 13:42:13.260 [35690] LOG_ALARM logger id=0 key=Main name=log path=../log/ level=1 display=true log4z.cpp:1933
2022-06-15 13:42:13.260 [35690] LOG_ALARM logger id=1 key=ProcessData name=ProcessData path=../data/ProcessData/ level=0 display=false log4z.cpp:1933
2022-06-15 13:42:13.260 [35690] LOG_ALARM logger id=2 key=StopData name=StopData path=../data/StopData/ level=0 display=false log4z.cpp:1933
2022-06-15 13:42:13.260 [35690] LOG_ALARM logger id=3 key=TempData name=TempData path=../data/TempData/ level=0 display=false log4z.cpp:1933
2022-06-15 13:42:13.310 [35686] LOG_INFO =============== BFG software version:12.0030.0010-0218 =============== main.cpp:170
2022-06-15 13:42:15.409 [35710] LOG_DEBUG Master heartbeat starting...[10.168.202.20:5010] Cabinet.cpp:134
2022-06-15 13:47:00.542 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:47:03.545 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:47:07.046 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:47:10.545 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:47:14.046 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:47:17.546 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:47:21.045 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:47:24.545 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:47:27.549 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:47:31.049 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:47:34.549 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:47:38.049 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:47:41.549 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:47:45.048 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:47:48.554 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:47:51.554 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:47:55.053 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:47:58.557 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:48:02.057 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:48:05.558 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:48:09.057 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:48:12.557 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:48:15.558 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:48:19.056 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:48:22.557 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:48:26.057 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:48:29.558 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:48:33.057 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:48:36.561 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:48:39.565 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:48:43.065 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:48:46.565 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:48:50.065 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:48:53.565 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:48:57.065 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:49:00.570 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:49:03.570 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:49:07.069 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:49:10.570 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:49:14.069 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:49:17.569 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:49:21.070 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:49:24.569 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:49:27.574 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:49:31.075 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:49:34.576 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:49:38.081 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:49:41.583 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:49:45.083 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:49:48.581 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:49:51.582 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:49:55.082 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:49:58.582 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:50:02.082 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:50:05.581 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:50:09.081 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:50:12.586 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:50:15.587 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:50:19.085 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:50:22.587 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:50:26.085 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:50:29.588 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:50:33.086 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:50:36.590 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:50:39.590 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:50:43.089 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:50:46.589 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:50:50.090 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:50:53.590 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:50:57.089 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:51:00.588 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:51:03.595 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:51:07.092 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:51:10.593 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:51:14.094 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:51:17.596 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:51:21.099 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:51:24.597 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:51:27.600 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:51:31.102 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:51:34.601 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:51:38.101 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:51:41.605 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:51:45.105 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:51:48.610 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:51:51.611 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:51:55.108 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:51:58.611 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:52:02.109 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:52:05.609 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:52:09.108 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:52:12.609 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:52:15.615 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:52:19.114 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:52:22.614 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:52:26.114 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:52:29.614 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:52:33.113 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:52:36.612 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:52:39.616 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:52:43.117 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:52:46.617 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:52:50.118 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:52:53.616 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:52:57.121 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:53:00.622 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:53:03.623 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:53:07.121 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:53:10.625 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:53:14.125 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:53:17.625 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:53:21.124 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:53:24.625 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:53:27.627 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:53:31.125 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:53:34.626 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:53:38.130 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:53:41.634 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:53:45.136 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:53:48.637 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:53:51.639 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:53:55.138 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:53:58.641 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
2022-06-15 13:54:02.145 [35710] LOG_DEBUG Master heartbeat connecting...[10.168.202.20:5010] Cabinet.cpp:172
